order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue,incentive_given,order_accepted
12860,Mumbai,North,10.0,53.9,289.0,68.0,1.12,Heavy Rain,0.8,31.0,44.6,16.0,Low,7,Thursday,0,0,7.6,26.0,0.718,0.014,139.74,27.0,0
12861,Kolkata,Suburban,3.0,14.8,236.0,35.0,1.67,Clear,0.0,29.7,57.5,3.6,High,20,Tuesday,0,0,10.4,25.9,0.781,0.098,110.37,39.0,1
12862,Delhi,Industrial,6.5,30.2,426.0,47.0,1.21,Fog,0.17,25.4,59.6,10.3,High,23,Thursday,0,0,23.5,11.1,0.894,0.214,150.59,73.0,1
12863,Jaipur,Central,4.3,24.3,342.0,40.0,1.12,Cloudy,0.09,35.0,70.8,14.7,High,10,Monday,0,0,20.9,28.5,0.909,0.028,120.04,31.0,1
12864,Hyderabad,Airport,1.5,8.8,477.0,26.0,1.08,Clear,0.0,30.8,35.0,5.6,Very High,2,Monday,0,0,19.9,29.2,0.754,0.078,133.02,52.0,1
12865,Bangalore,West,8.8,37.1,491.0,56.0,1.09,Heavy Rain,0.73,28.4,31.2,3.1,Very High,17,Saturday,1,0,15.1,25.1,0.759,0.002,169.06,48.0,1
12866,Hyderabad,Industrial,1.0,12.9,205.0,25.0,1.07,Fog,0.08,27.6,42.6,1.6,Medium,6,Thursday,0,0,35.6,26.6,0.978,0.133,71.85,7.0,1
12867,Bangalore,West,1.4,6.7,269.0,27.0,1.0,Storm,0.99,29.8,81.2,9.4,Very High,5,Sunday,1,0,9.7,28.6,0.792,0.016,86.18,100.0,1
12868,Chennai,West,6.1,21.8,155.0,39.0,1.21,Cloudy,0.0,34.4,50.7,8.8,High,3,Thursday,0,0,10.3,20.0,0.91,0.159,81.29,19.0,0
12869,Delhi,Suburban,6.1,30.3,108.0,56.0,1.95,Clear,0.0,34.0,76.6,10.2,Low,22,Tuesday,0,0,11.3,24.7,0.893,0.334,132.96,35.0,1
12870,Delhi,Suburban,3.1,13.2,372.0,32.0,1.24,Clear,0.0,41.8,56.0,5.6,High,8,Friday,0,0,17.0,23.5,0.518,0.312,121.52,30.0,0
12871,Kolkata,Central,4.9,22.7,395.0,48.0,1.05,Fog,0.17,29.6,73.5,4.6,High,8,Thursday,0,0,9.4,24.1,0.825,0.005,137.3,44.0,0
12872,Jaipur,West,1.0,5.7,100.0,25.0,1.27,Heavy Rain,0.77,26.1,30.7,2.0,Medium,2,Thursday,0,0,17.8,22.5,0.96,0.21,53.75,47.0,0
12873,Kolkata,South,6.8,32.5,171.0,51.0,1.1,Cloudy,0.0,31.3,33.2,13.1,High,16,Friday,0,0,7.8,21.6,0.816,0.048,93.72,36.0,1
12874,Bangalore,Industrial,5.2,26.3,252.0,43.0,1.27,Clear,0.14,35.1,77.5,2.4,High,3,Saturday,1,0,13.7,26.9,0.75,0.145,110.05,67.0,1
12875,Pune,North,4.4,20.8,264.0,45.0,1.08,Light Rain,0.27,33.9,90.8,5.3,High,9,Wednesday,0,0,5.0,20.4,0.807,0.158,106.68,24.0,0
12876,Bangalore,Suburban,4.5,19.4,680.0,36.0,1.39,Light Rain,0.4,32.0,38.5,13.2,High,12,Monday,0,0,11.1,19.4,0.9,0.176,199.64,52.0,1
12877,Bangalore,Suburban,6.0,22.2,179.0,49.0,1.16,Light Rain,0.42,32.1,53.7,4.4,High,16,Friday,0,0,9.2,23.8,0.506,0.01,96.22,29.0,1
12878,Delhi,Suburban,4.4,19.3,225.0,37.0,1.67,Clear,0.08,24.0,81.6,3.6,Medium,22,Wednesday,0,0,10.3,19.2,0.71,0.074,111.29,3.0,0
12879,Hyderabad,Central,1.5,12.6,339.0,29.0,1.27,Heavy Rain,0.66,33.1,37.7,13.6,High,17,Thursday,0,0,16.8,27.0,0.84,0.227,111.41,61.0,0
12880,Mumbai,West,16.7,60.2,205.0,79.0,1.2,Clear,0.06,26.5,49.8,7.6,Low,23,Wednesday,0,0,16.1,11.2,0.915,0.17,139.9,17.0,1
12881,Delhi,South,9.2,48.2,190.0,66.0,1.25,Storm,0.94,29.5,45.8,5.2,High,4,Wednesday,0,0,17.5,30.8,0.928,0.185,124.3,117.0,1
12882,Pune,North,2.1,15.0,182.0,29.0,1.26,Fog,0.15,30.3,62.9,8.6,Very High,15,Monday,0,1,7.4,13.3,0.9,0.248,76.58,30.0,0
12883,Delhi,North,3.6,18.4,275.0,38.0,1.15,Storm,0.9,29.2,39.7,6.9,Medium,16,Monday,0,0,13.1,29.1,0.621,0.091,104.2,69.0,1
12884,Mumbai,West,3.9,13.3,224.0,34.0,1.27,Cloudy,0.09,33.6,63.2,1.7,Very High,17,Saturday,1,0,9.6,17.4,0.858,0.044,92.46,46.0,1
12885,Mumbai,South,8.6,25.1,344.0,56.0,1.22,Light Rain,0.29,28.1,73.0,3.5,Medium,15,Tuesday,0,0,14.6,25.8,0.534,0.434,144.0,42.0,0
12886,Jaipur,Central,1.2,10.8,293.0,24.0,1.03,Cloudy,0.09,27.2,61.7,16.5,Very High,3,Wednesday,0,0,6.6,19.9,0.521,0.129,89.18,27.0,0
12887,Bangalore,Suburban,3.3,14.8,100.0,39.0,1.07,Clear,0.0,29.9,37.6,4.3,Very High,18,Tuesday,0,0,17.4,25.9,0.671,0.128,63.73,40.0,0
12888,Bangalore,Suburban,1.6,9.7,102.0,26.0,1.03,Heavy Rain,0.85,35.5,32.0,4.8,High,15,Tuesday,0,0,5.1,16.0,0.899,0.026,49.22,57.0,1
12889,Pune,Industrial,3.8,19.9,190.0,43.0,1.86,Cloudy,0.14,26.7,94.0,9.7,High,12,Monday,0,0,17.7,23.0,0.955,0.077,121.78,13.0,0
12890,Pune,Industrial,3.4,23.3,399.0,34.0,1.83,Cloudy,0.05,41.6,75.8,10.4,Very High,20,Monday,0,0,14.8,17.9,0.838,0.103,150.0,38.0,0
12891,Delhi,Industrial,4.7,22.7,177.0,35.0,1.28,Fog,0.14,31.7,86.7,15.0,Low,3,Wednesday,0,0,9.0,9.7,0.81,0.114,83.74,22.0,0
12892,Chennai,Airport,3.1,19.4,295.0,29.0,1.27,Clear,0.11,25.6,30.2,7.0,Medium,1,Sunday,1,1,12.8,23.8,0.932,0.145,101.73,63.0,0
12893,Chennai,West,2.9,11.5,330.0,34.0,1.24,Cloudy,0.09,30.0,82.3,13.2,Very High,10,Sunday,1,0,8.6,20.2,0.819,0.133,114.76,44.0,1
12894,Hyderabad,North,6.5,20.9,321.0,51.0,1.85,Light Rain,0.41,30.5,90.7,5.5,Medium,22,Thursday,0,0,10.0,18.7,0.62,0.055,164.97,81.0,0
12895,Mumbai,Suburban,5.9,16.5,186.0,47.0,1.95,Clear,0.01,25.6,43.9,15.4,High,20,Tuesday,0,0,8.1,14.8,0.738,0.063,132.57,63.0,0
12896,Kolkata,Airport,6.2,35.6,138.0,40.0,2.22,Light Rain,0.27,24.6,48.6,23.9,Very High,11,Thursday,0,0,9.8,21.2,0.789,0.208,119.16,72.0,1
12897,Bangalore,North,4.0,14.4,127.0,36.0,1.95,Clear,0.0,37.7,68.7,2.4,High,13,Sunday,1,0,11.2,30.8,0.686,0.15,98.14,41.0,1
12898,Delhi,North,3.2,17.5,1081.0,33.0,1.49,Heavy Rain,0.78,31.6,40.9,38.4,High,11,Wednesday,0,0,11.4,25.6,0.84,0.187,286.99,72.0,1
12899,Bangalore,West,4.2,22.4,307.0,41.0,1.1,Heavy Rain,0.74,26.9,32.0,27.2,Very High,10,Thursday,0,0,12.0,24.9,0.93,0.031,112.64,36.0,1
12900,Mumbai,East,6.1,32.5,614.0,46.0,1.19,Clear,0.11,14.3,80.5,15.2,Medium,3,Sunday,1,0,6.0,19.7,0.813,0.036,189.82,72.0,0
12901,Mumbai,Industrial,1.2,9.0,161.0,26.0,1.19,Cloudy,0.0,31.2,83.1,7.2,Low,9,Tuesday,0,0,8.5,30.0,0.795,0.069,66.36,17.0,0
12902,Chennai,Airport,5.7,29.9,457.0,42.0,1.92,Heavy Rain,0.76,23.8,69.3,1.5,High,12,Wednesday,0,0,6.9,16.1,0.737,0.132,181.18,37.0,0
12903,Mumbai,East,5.4,32.6,193.0,48.0,1.7,Clear,0.0,24.0,59.7,10.0,High,20,Thursday,0,0,29.9,14.6,0.715,0.175,124.06,68.0,1
12904,Bangalore,East,4.7,20.2,241.0,35.0,1.27,Cloudy,0.09,31.9,67.9,5.3,Very High,1,Tuesday,0,0,11.9,28.6,0.613,0.089,97.47,54.0,0
12905,Bangalore,Airport,4.1,21.2,212.0,44.0,1.1,Clear,0.01,23.1,56.0,26.5,Medium,7,Monday,0,0,13.5,18.5,0.772,0.061,95.04,5.0,0
12906,Mumbai,South,1.0,12.7,158.0,25.0,1.27,Light Rain,0.3,24.1,46.9,29.8,Very High,1,Thursday,0,0,20.9,23.7,0.919,0.127,66.51,80.0,1
12907,Jaipur,Industrial,3.4,18.1,159.0,32.0,1.06,Fog,0.0,31.1,36.1,6.7,Low,7,Wednesday,0,0,16.7,16.9,0.916,0.091,68.9,1.0,0
12908,Delhi,West,13.1,43.7,240.0,87.0,1.98,Cloudy,0.05,35.9,48.2,13.8,Low,20,Friday,0,0,24.9,29.7,0.934,0.131,225.06,26.0,0
12909,Delhi,Airport,4.5,19.4,182.0,44.0,2.27,Cloudy,0.07,25.8,65.8,0.9,Medium,19,Sunday,1,0,11.5,21.9,0.792,0.062,139.92,31.0,0
12910,Delhi,North,3.7,20.8,261.0,40.0,1.27,Storm,0.99,39.8,31.7,2.8,High,6,Thursday,0,0,24.4,17.1,0.645,0.03,108.22,73.0,0
12911,Delhi,Airport,4.5,19.9,161.0,37.0,1.15,Cloudy,0.15,20.5,85.3,4.2,Medium,16,Sunday,1,0,13.5,17.7,0.844,0.119,77.97,27.0,0
12912,Mumbai,Suburban,5.5,28.8,349.0,52.0,1.02,Clear,0.06,24.5,62.9,4.2,High,6,Wednesday,0,1,9.3,22.2,0.599,0.22,129.82,24.0,0
12913,Chennai,Airport,6.7,28.6,194.0,40.0,1.26,Storm,0.98,18.5,67.2,6.0,Medium,9,Sunday,1,1,8.7,20.0,0.728,0.062,93.08,58.0,1
12914,Jaipur,South,3.9,17.3,555.0,36.0,1.35,Light Rain,0.37,25.2,46.4,8.4,Medium,20,Friday,0,0,7.1,18.8,0.981,0.018,170.7,12.0,0
12915,Delhi,Industrial,5.8,23.8,239.0,39.0,1.15,Cloudy,0.09,21.9,94.5,6.3,High,5,Tuesday,0,0,5.0,27.9,0.675,0.249,97.43,37.0,0
12916,Hyderabad,Industrial,12.3,58.2,233.0,71.0,1.06,Light Rain,0.43,21.7,58.3,22.1,Medium,4,Saturday,1,0,18.5,24.5,0.909,0.051,126.52,74.0,0
12917,Chennai,East,8.2,35.6,546.0,46.0,1.06,Heavy Rain,0.84,27.0,43.3,9.1,Medium,6,Monday,0,0,11.0,26.9,0.86,0.19,168.88,50.0,0
12918,Pune,Central,18.3,82.4,191.0,110.0,2.15,Clear,0.07,26.8,92.0,9.4,Very High,12,Friday,0,0,27.5,26.5,0.915,0.156,278.52,56.0,0
12919,Bangalore,Industrial,3.0,17.0,200.0,30.0,1.13,Clear,0.07,25.4,30.7,9.2,Medium,0,Thursday,0,0,12.3,18.6,0.867,0.021,77.9,21.0,0
12920,Delhi,Industrial,12.3,67.3,172.0,80.0,1.04,Clear,0.12,33.3,92.5,5.9,High,1,Tuesday,0,0,9.5,25.0,0.963,0.075,121.04,90.0,0
12921,Delhi,South,2.8,13.4,271.0,30.0,1.49,Clear,0.0,26.3,50.6,9.7,High,21,Tuesday,0,0,10.9,20.8,0.826,0.028,104.32,36.0,1
12922,Chennai,South,5.5,20.3,169.0,39.0,2.15,Heavy Rain,0.69,36.9,78.3,13.6,Medium,13,Wednesday,0,0,18.5,13.2,0.783,0.184,121.03,37.0,0
12923,Pune,West,7.0,40.1,361.0,48.0,1.89,Cloudy,0.0,32.3,51.2,3.4,High,22,Wednesday,0,0,9.8,14.3,0.883,0.067,170.14,46.0,0
12924,Mumbai,Suburban,3.3,22.2,239.0,36.0,1.29,Light Rain,0.26,26.8,69.5,2.1,High,23,Wednesday,0,0,13.3,15.7,0.723,0.159,99.02,26.0,0
12925,Delhi,South,4.7,20.5,372.0,42.0,1.73,Clear,0.02,22.3,66.8,16.3,Medium,12,Tuesday,0,0,18.2,21.6,0.614,0.13,154.5,12.0,0
12926,Kolkata,Airport,7.7,40.8,352.0,59.0,1.39,Storm,1.0,29.0,83.7,8.8,Medium,19,Friday,0,0,12.9,14.3,0.898,0.198,159.45,66.0,1
12927,Pune,Suburban,2.9,14.3,189.0,37.0,1.12,Clear,0.07,39.0,68.8,9.5,Very High,10,Monday,0,0,19.1,20.6,0.386,0.193,83.02,28.0,1
12928,Jaipur,West,12.2,40.6,169.0,64.0,1.07,Cloudy,0.0,39.6,87.5,3.1,Medium,2,Thursday,0,0,8.2,19.5,0.731,0.01,105.66,76.0,0
12929,Chennai,Airport,2.0,13.3,208.0,28.0,1.24,Light Rain,0.43,21.4,84.2,5.5,High,8,Monday,0,0,10.9,20.0,0.865,0.118,80.48,23.0,1
12930,Bangalore,Industrial,14.4,48.7,246.0,75.0,1.08,Light Rain,0.31,34.8,57.7,7.1,High,1,Monday,0,0,9.7,27.7,0.778,0.25,135.12,50.0,0
12931,Hyderabad,Central,8.2,44.5,289.0,59.0,1.25,Clear,0.05,23.6,67.1,2.9,High,9,Saturday,1,0,5.0,22.2,0.819,0.071,137.33,37.0,0
12932,Hyderabad,North,4.2,23.8,306.0,36.0,1.42,Clear,0.0,25.5,83.5,8.1,High,14,Monday,0,0,11.5,29.1,0.779,0.358,118.44,39.0,1
12933,Mumbai,North,3.5,14.8,241.0,36.0,1.24,Cloudy,0.12,37.7,88.3,10.9,Low,16,Saturday,1,0,19.1,27.3,0.8,0.006,97.66,0.0,1
12934,Bangalore,East,3.3,18.3,174.0,38.0,1.18,Cloudy,0.15,26.1,35.8,8.1,Medium,5,Friday,0,0,13.3,14.9,0.537,0.038,83.12,62.0,0
12935,Chennai,Industrial,4.1,14.5,182.0,39.0,1.23,Clear,0.13,27.3,82.6,11.0,Medium,10,Thursday,0,0,9.8,25.3,0.775,0.15,88.01,27.0,1
12936,Mumbai,East,4.4,20.1,317.0,44.0,1.14,Heavy Rain,0.73,32.0,65.0,22.6,Medium,2,Thursday,0,0,11.1,18.0,0.678,0.171,119.9,69.0,1
12937,Pune,Central,9.5,51.5,177.0,66.0,1.13,Clear,0.0,28.1,69.8,20.6,Low,6,Monday,0,0,8.7,20.4,0.674,0.06,113.52,8.0,1
12938,Hyderabad,North,14.6,75.2,324.0,102.0,2.06,Cloudy,0.01,31.5,55.1,3.7,Medium,11,Sunday,1,0,14.4,24.6,0.542,0.004,281.4,20.0,0
12939,Jaipur,East,5.1,22.7,329.0,50.0,1.52,Clear,0.13,26.3,34.7,2.8,High,14,Sunday,1,0,11.6,19.8,0.614,0.007,148.38,18.0,1
12940,Mumbai,Industrial,2.7,11.1,527.0,32.0,1.13,Cloudy,0.14,36.3,91.5,4.1,Very High,7,Sunday,1,0,8.2,29.4,0.732,0.011,152.1,34.0,0
12941,Delhi,Suburban,3.2,16.4,192.0,37.0,1.23,Clear,0.0,26.1,90.9,7.5,Medium,14,Thursday,0,0,11.4,30.4,0.724,0.077,87.75,4.0,1
12942,Hyderabad,South,4.0,20.7,208.0,38.0,1.24,Heavy Rain,0.68,41.3,42.7,4.4,Medium,1,Saturday,1,1,21.8,21.5,0.973,0.245,92.88,68.0,0
12943,Delhi,West,2.4,15.6,100.0,32.0,2.06,Clear,0.11,30.7,55.1,22.3,High,22,Friday,0,0,11.1,20.5,0.934,0.135,87.92,55.0,0
12944,Chennai,Airport,2.2,9.6,153.0,27.0,2.17,Clear,0.0,30.3,68.5,4.9,Low,12,Thursday,0,0,17.0,24.7,0.853,0.05,92.25,36.0,1
12945,Chennai,East,15.8,63.1,152.0,113.0,2.37,Cloudy,0.03,29.8,66.5,5.1,Very High,20,Friday,0,0,8.4,12.7,0.734,0.019,301.25,32.0,0
12946,Mumbai,Central,5.4,32.0,315.0,51.0,2.01,Clear,0.0,36.1,38.0,14.8,Low,11,Saturday,1,0,10.2,17.0,0.931,0.083,171.81,16.0,0
12947,Bangalore,Airport,2.7,14.4,604.0,35.0,1.25,Cloudy,0.0,25.4,30.7,7.3,Low,4,Wednesday,0,1,9.6,17.1,0.829,0.172,176.63,55.0,1
12948,Bangalore,North,7.3,27.8,327.0,48.0,2.14,Fog,0.04,27.4,93.7,4.5,Low,20,Wednesday,0,0,13.6,13.8,0.755,0.147,174.66,34.0,1
12949,Delhi,Industrial,2.2,18.0,402.0,28.0,1.89,Cloudy,0.11,36.0,93.9,4.9,Very High,20,Sunday,1,0,21.8,16.1,0.72,0.073,141.36,58.0,1
12950,Kolkata,Central,2.3,11.4,171.0,30.0,1.14,Clear,0.0,26.6,65.9,2.4,High,9,Tuesday,0,1,17.5,32.6,0.744,0.147,71.82,32.0,0
12951,Pune,West,2.8,17.4,134.0,36.0,1.28,Fog,0.12,31.3,58.7,5.3,High,4,Tuesday,0,0,19.9,16.0,0.749,0.359,75.56,90.0,1
12952,Chennai,West,12.1,41.3,217.0,87.0,1.07,Cloudy,0.07,30.7,92.3,2.7,Very High,6,Thursday,0,1,12.3,32.2,0.765,0.231,140.83,53.0,1
12953,Chennai,Central,3.9,16.7,179.0,35.0,1.25,Storm,1.0,27.3,60.6,3.0,High,23,Monday,0,0,8.9,27.6,0.921,0.267,83.13,103.0,0
12954,Bangalore,East,1.0,9.6,159.0,25.0,1.41,Fog,0.02,27.5,60.7,11.1,Very High,14,Sunday,1,1,18.5,11.2,0.473,0.151,70.23,34.0,0
12955,Kolkata,East,9.3,41.9,273.0,61.0,1.11,Fog,0.13,39.9,38.0,12.4,High,3,Tuesday,0,0,10.0,17.9,0.731,0.074,127.77,62.0,0
12956,Chennai,North,3.7,18.7,135.0,38.0,1.96,Clear,0.1,34.5,53.7,43.8,High,22,Monday,0,0,11.9,26.4,0.718,0.154,104.18,63.0,0
12957,Chennai,Suburban,1.5,10.3,370.0,25.0,1.22,Cloudy,0.0,37.8,72.1,19.4,Low,15,Friday,0,0,15.3,15.6,0.726,0.281,111.9,7.0,1
12958,Kolkata,North,3.7,21.8,200.0,32.0,1.78,Heavy Rain,0.78,21.2,77.5,15.4,Medium,14,Monday,0,0,10.7,27.9,0.922,0.396,100.96,61.0,0
12959,Delhi,South,6.1,26.8,239.0,39.0,2.41,Heavy Rain,0.67,34.6,94.7,5.3,High,12,Tuesday,0,0,23.6,23.5,0.777,0.002,146.57,35.0,0
12960,Pune,Suburban,5.7,22.9,257.0,44.0,2.18,Cloudy,0.08,35.8,81.4,8.2,High,12,Monday,0,0,21.8,28.8,0.875,0.06,152.46,18.0,0
12961,Mumbai,Industrial,13.2,69.5,194.0,97.0,1.18,Storm,0.91,32.3,74.3,20.4,Low,1,Friday,0,0,18.7,28.2,0.539,0.16,157.14,106.0,0
12962,Delhi,Airport,2.7,16.4,461.0,34.0,1.01,Fog,0.02,21.7,41.8,6.7,Medium,15,Tuesday,0,0,13.6,16.8,0.867,0.055,135.76,26.0,0
12963,Delhi,Industrial,4.6,27.4,110.0,44.0,1.13,Cloudy,0.04,43.2,53.4,14.4,Very High,5,Monday,0,0,10.4,13.2,0.799,0.225,73.92,43.0,1
12964,Jaipur,South,2.9,17.7,465.0,37.0,1.13,Clear,0.07,35.9,77.2,11.6,High,8,Wednesday,0,0,17.4,16.3,0.821,0.063,144.11,30.0,1
12965,Pune,North,1.8,11.3,206.0,28.0,1.69,Cloudy,0.01,42.6,60.9,19.0,Medium,22,Thursday,0,0,10.7,15.7,0.759,0.077,92.64,48.0,1
12966,Chennai,Suburban,7.6,34.9,388.0,54.0,2.35,Clear,0.06,20.7,79.5,14.8,High,12,Sunday,1,0,12.5,28.3,0.751,0.069,212.26,23.0,0
12967,Chennai,Suburban,5.9,32.8,271.0,44.0,1.14,Light Rain,0.32,36.6,73.0,3.6,Low,4,Tuesday,0,0,9.5,11.4,0.903,0.044,109.78,32.0,1
12968,Hyderabad,South,5.3,22.1,374.0,39.0,1.02,Light Rain,0.44,28.2,60.3,14.6,High,4,Friday,0,0,14.6,35.2,0.726,0.067,122.06,65.0,0
12969,Jaipur,Industrial,5.8,28.8,231.0,51.0,1.04,Clear,0.07,27.5,51.8,5.4,Very High,16,Sunday,1,0,8.7,30.9,0.657,0.274,103.86,65.0,1
12970,Bangalore,Central,3.0,16.1,276.0,37.0,1.24,Clear,0.01,28.5,40.4,7.9,High,18,Friday,0,0,15.8,22.2,0.975,0.189,106.6,21.0,0
12971,Bangalore,East,2.5,13.6,424.0,34.0,1.29,Fog,0.04,33.5,58.7,5.1,Low,21,Friday,0,0,5.5,25.8,0.791,0.22,137.14,11.0,0
12972,Mumbai,Suburban,4.6,20.3,257.0,34.0,1.12,Light Rain,0.37,24.2,73.8,22.0,Low,17,Friday,0,0,22.8,32.7,0.719,0.061,94.62,35.0,0
12973,Pune,Airport,9.0,49.3,476.0,55.0,1.56,Light Rain,0.45,23.6,34.7,7.4,High,21,Tuesday,0,0,8.5,21.9,0.587,0.043,190.52,57.0,0
12974,Chennai,Airport,11.8,56.8,292.0,76.0,1.69,Clear,0.05,24.8,50.6,11.6,Low,14,Saturday,1,0,13.0,14.4,0.831,0.048,192.68,31.0,0
12975,Bangalore,Suburban,7.2,28.6,170.0,49.0,1.14,Cloudy,0.13,28.5,38.7,4.5,Very High,4,Tuesday,0,0,16.8,27.4,0.95,0.063,93.26,59.0,0
12976,Mumbai,South,4.6,25.0,205.0,36.0,1.17,Fog,0.11,29.2,49.0,6.3,High,15,Thursday,0,0,15.4,12.1,0.845,0.057,87.22,36.0,0
12977,Pune,Suburban,5.3,24.1,381.0,44.0,1.3,Heavy Rain,0.81,29.2,82.4,2.6,Medium,0,Tuesday,0,0,9.4,21.5,0.889,0.057,141.02,95.0,1
12978,Mumbai,Industrial,4.5,22.9,132.0,41.0,1.23,Heavy Rain,0.77,32.4,55.7,6.9,Low,2,Saturday,1,0,9.1,21.3,0.831,0.141,79.47,79.0,0
12979,Chennai,South,2.4,12.4,364.0,32.0,1.11,Fog,0.12,38.0,86.7,9.2,High,16,Sunday,1,0,5.7,21.0,0.672,0.113,115.6,13.0,1
12980,Jaipur,Central,4.5,26.6,204.0,47.0,2.48,Clear,0.03,35.1,77.6,6.7,High,22,Thursday,0,0,9.2,25.9,0.862,0.11,161.44,36.0,0
12981,Bangalore,Airport,2.0,12.4,128.0,30.0,1.12,Storm,0.99,35.6,53.8,3.8,Medium,10,Tuesday,0,0,7.6,12.0,0.8,0.066,61.76,49.0,1
12982,Delhi,Suburban,4.2,20.7,271.0,37.0,1.17,Cloudy,0.05,28.2,40.5,3.5,Very High,6,Monday,0,0,14.5,22.0,0.748,0.021,102.91,36.0,0
12983,Chennai,West,12.0,52.2,172.0,90.0,1.19,Heavy Rain,0.82,28.4,30.1,24.9,Medium,16,Wednesday,0,0,17.0,21.7,0.971,0.132,144.94,73.0,1
12984,Pune,North,7.3,38.8,184.0,54.0,1.29,Clear,0.13,30.8,57.6,6.7,Medium,7,Monday,0,0,16.3,8.0,0.949,0.482,110.14,10.0,1
12985,Bangalore,Airport,2.6,20.4,179.0,33.0,1.92,Light Rain,0.35,26.8,62.7,3.6,High,22,Sunday,1,0,8.9,26.7,0.884,0.095,102.74,67.0,0
12986,Jaipur,Central,4.3,22.1,259.0,38.0,1.21,Clear,0.0,33.6,59.1,4.9,Very High,18,Monday,0,0,15.8,24.2,0.661,0.041,102.96,41.0,1
12987,Mumbai,West,2.7,20.7,201.0,32.0,1.03,Storm,0.94,31.1,53.8,5.5,Very High,1,Sunday,1,0,12.0,19.9,0.799,0.012,77.18,76.0,0
12988,Bangalore,Airport,4.3,25.0,298.0,38.0,2.13,Clear,0.09,29.4,77.3,8.2,Low,22,Thursday,0,0,6.1,15.6,0.903,0.052,146.5,35.0,0
12989,Chennai,Central,8.4,47.8,406.0,69.0,2.27,Light Rain,0.35,34.4,36.1,17.4,Medium,21,Monday,0,0,5.9,20.5,0.94,0.096,245.95,64.0,0
12990,Kolkata,East,6.6,37.6,321.0,56.0,2.16,Clear,0.03,35.4,37.0,11.0,Medium,20,Thursday,0,0,14.8,30.5,0.553,0.209,191.58,28.0,0
12991,Mumbai,Central,19.9,68.4,603.0,85.0,1.26,Cloudy,0.0,20.8,65.6,4.3,High,4,Saturday,1,0,14.7,29.6,0.89,0.207,239.76,50.0,1
12992,Pune,Central,9.2,36.4,682.0,56.0,1.24,Clear,0.0,23.2,32.0,30.8,Medium,18,Tuesday,0,0,5.6,20.1,0.78,0.018,219.48,0.0,1
12993,Bangalore,East,5.1,19.7,212.0,36.0,2.13,Clear,0.12,35.9,55.8,16.5,Medium,20,Tuesday,0,0,6.6,30.7,0.725,0.196,123.32,23.0,1
12994,Bangalore,Suburban,6.7,30.8,138.0,50.0,2.38,Light Rain,0.4,33.5,42.8,42.7,Medium,13,Wednesday,0,0,7.5,31.3,0.828,0.134,149.36,66.0,1
12995,Mumbai,North,4.0,25.5,212.0,35.0,1.18,Cloudy,0.0,37.8,43.8,5.0,Low,7,Sunday,1,0,18.7,23.2,0.912,0.192,87.94,0.0,0
12996,Kolkata,Industrial,2.3,12.4,260.0,27.0,1.16,Clear,0.0,33.2,61.5,1.5,Medium,17,Wednesday,0,0,10.3,26.7,0.966,0.011,88.52,23.0,0
12997,Mumbai,West,9.8,29.9,745.0,72.0,1.18,Cloudy,0.14,39.3,64.9,14.1,Very High,2,Sunday,1,0,34.0,23.9,0.595,0.334,248.86,70.0,1
12998,Delhi,Airport,8.2,41.1,203.0,47.0,1.24,Clear,0.11,34.5,56.9,13.5,Medium,2,Friday,0,0,14.3,17.8,0.927,0.26,102.94,27.0,0
12999,Delhi,Industrial,3.9,16.3,281.0,35.0,1.03,Cloudy,0.03,35.0,38.7,15.2,High,15,Tuesday,0,0,8.4,16.6,0.959,0.015,97.87,30.0,1
13000,Kolkata,South,5.3,24.8,174.0,48.0,1.06,Clear,0.14,33.6,60.6,2.8,Low,5,Saturday,1,0,5.6,24.7,0.942,0.206,89.16,53.0,1
13001,Hyderabad,North,9.4,36.6,206.0,63.0,1.08,Fog,0.19,36.1,82.0,2.6,High,16,Saturday,1,0,12.7,29.8,0.961,0.041,113.36,32.0,0
13002,Pune,Industrial,7.4,39.6,133.0,60.0,1.14,Cloudy,0.15,26.0,74.0,9.7,Very High,4,Sunday,1,0,15.4,25.1,0.885,0.42,97.66,43.0,0
13003,Delhi,Airport,1.9,10.3,118.0,28.0,1.59,Cloudy,0.03,33.4,63.7,4.2,Very High,14,Tuesday,0,0,7.6,27.0,0.764,0.032,70.48,38.0,1
13004,Hyderabad,Central,5.2,30.8,483.0,48.0,1.09,Light Rain,0.36,30.0,39.2,21.0,Medium,0,Thursday,0,0,19.5,29.3,0.609,0.131,158.58,55.0,1
13005,Hyderabad,Industrial,4.1,17.0,417.0,39.0,2.08,Clear,0.08,31.2,69.5,22.8,Medium,21,Thursday,0,0,5.2,23.3,0.904,0.051,172.86,16.0,0
13006,Pune,South,8.7,48.1,203.0,48.0,1.57,Clear,0.11,25.1,62.8,3.0,Very High,22,Friday,0,0,19.1,19.3,0.625,0.227,120.02,46.0,0
13007,Kolkata,East,8.3,30.5,416.0,57.0,1.02,Clear,0.0,33.9,83.6,13.1,Very High,0,Tuesday,0,0,14.0,13.6,0.766,0.16,149.66,38.0,1
