order_id,city,zone,distance_km,estimated_time_min,order_value,base_delivery_fee,surge_multiplier,weather,rain_intensity,temperature,humidity,wind_speed,traffic_level,hour_of_day,day_of_week,is_weekend,festival_flag,restaurant_prep_time,historical_rider_speed,historical_acceptance_rate_zone,historical_cancel_rate_zone,delivery_revenue
10483,Mumbai,Central,1.9,14.0,225.0,28.0,1.25,Clear,0.11,22.5,43.1,5.9,High,3,Friday,0,0,13.8,24.9,0.95,0.021,84.5
10484,Pune,Suburban,1.8,12.2,181.0,27.0,1.14,Fog,0.11,32.3,80.2,17.5,Very High,10,Friday,0,0,8.6,25.6,0.642,0.009,70.6
10485,Jaipur,Airport,5.9,27.4,261.0,41.0,1.13,Cloudy,0.03,23.2,70.4,4.2,Very High,15,Monday,0,0,22.7,17.0,0.636,0.016,103.75
10486,Bangalore,Airport,7.9,35.2,497.0,50.0,1.1,Cloudy,0.15,25.0,80.8,9.4,Medium,18,Thursday,0,0,11.1,18.2,0.512,0.131,164.34
10487,Bangalore,West,4.5,17.6,220.0,38.0,1.25,Clear,0.1,30.4,84.5,10.6,Medium,5,Sunday,1,0,12.4,21.7,0.715,0.158,95.9
10488,Hyderabad,North,4.9,24.5,278.0,49.0,1.52,Fog,0.07,36.1,74.9,2.6,Very High,13,Sunday,1,0,8.1,19.4,0.801,0.121,135.64
10489,Bangalore,Suburban,3.3,19.8,389.0,40.0,2.18,Heavy Rain,0.78,29.9,36.9,8.8,Very High,21,Saturday,1,1,15.3,22.2,0.879,0.214,172.78
10490,Bangalore,Industrial,11.5,48.8,763.0,73.0,1.05,Light Rain,0.4,28.8,49.4,33.0,Low,8,Tuesday,0,0,14.8,27.7,0.751,0.164,244.51
10491,Delhi,East,5.6,30.3,282.0,38.0,1.45,Clear,0.14,31.6,79.7,3.3,High,19,Sunday,1,0,6.4,24.3,0.626,0.107,117.14
10492,Delhi,North,1.7,6.2,504.0,28.0,2.4,Clear,0.0,26.3,68.7,6.9,Medium,20,Thursday,0,0,14.5,19.8,0.954,0.111,178.08
10493,Bangalore,North,2.8,18.8,692.0,30.0,1.91,Cloudy,0.07,25.2,30.1,21.2,Very High,19,Saturday,1,0,7.7,23.4,0.739,0.01,209.54
10494,Bangalore,North,4.5,27.6,579.0,38.0,1.96,Cloudy,0.11,27.6,36.8,15.9,High,20,Wednesday,0,0,9.0,23.3,0.798,0.081,201.86
10495,Mumbai,Industrial,2.9,15.0,297.0,31.0,1.3,Clear,0.11,34.9,49.9,18.2,Medium,0,Saturday,1,0,8.6,26.3,0.983,0.048,105.64
10496,Bangalore,West,5.3,26.9,371.0,42.0,1.13,Cloudy,0.14,34.8,72.3,9.4,High,6,Friday,0,0,18.7,30.6,0.933,0.141,129.08
10497,Chennai,East,4.4,25.2,177.0,40.0,1.14,Heavy Rain,0.78,24.3,62.0,5.4,Medium,8,Thursday,0,0,12.6,18.1,0.888,0.162,84.54
10498,Bangalore,Industrial,2.6,18.8,207.0,31.0,1.36,Cloudy,0.04,31.7,52.1,11.9,High,13,Saturday,1,0,33.8,22.5,0.941,0.297,87.7
10499,Bangalore,North,7.6,42.8,322.0,57.0,1.65,Clear,0.12,22.1,49.8,4.1,Medium,12,Thursday,0,1,12.6,22.4,0.708,0.062,164.89
10500,Bangalore,Industrial,4.3,11.7,181.0,38.0,1.2,Clear,0.12,32.4,68.8,9.7,High,6,Monday,0,0,11.6,19.3,0.792,0.066,85.42
10501,Mumbai,Suburban,7.4,39.8,215.0,55.0,1.26,Clear,0.05,37.8,78.9,9.3,High,11,Friday,0,0,11.4,27.8,0.723,0.006,116.6
10502,Jaipur,Industrial,20.1,77.1,426.0,107.0,1.16,Clear,0.03,24.6,75.9,1.7,Very High,0,Tuesday,0,0,11.8,22.1,0.724,0.212,217.84
10503,Chennai,Airport,4.6,18.5,185.0,39.0,2.01,Cloudy,0.12,30.6,83.3,15.5,Low,21,Saturday,1,0,16.6,24.0,0.896,0.192,119.09
10504,Chennai,Industrial,9.1,34.5,104.0,60.0,2.09,Cloudy,0.02,40.6,64.5,3.8,Low,20,Saturday,1,0,11.6,29.1,0.708,0.106,148.28
10505,Chennai,North,7.3,36.9,139.0,49.0,1.76,Cloudy,0.11,38.4,75.5,12.4,High,12,Wednesday,0,0,11.2,19.8,0.924,0.076,116.82
10506,Jaipur,Central,5.5,28.6,376.0,48.0,1.2,Light Rain,0.27,33.9,90.4,11.2,Low,19,Wednesday,0,0,10.6,19.9,0.661,0.157,140.32
10507,Bangalore,Industrial,9.7,34.4,336.0,68.0,1.12,Clear,0.0,24.6,90.1,8.6,Very High,7,Monday,0,0,14.5,22.6,0.951,0.136,150.08
10508,Mumbai,Airport,4.1,18.6,410.0,40.0,1.02,Light Rain,0.42,26.7,94.1,5.4,High,10,Tuesday,0,0,13.0,17.7,0.578,0.2,131.0
10509,Hyderabad,East,2.7,17.4,259.0,32.0,1.48,Cloudy,0.05,34.2,39.3,38.1,Medium,22,Monday,0,0,19.1,26.6,0.946,0.214,104.34
10510,Chennai,East,2.7,15.6,450.0,34.0,1.3,Light Rain,0.28,32.2,89.5,5.6,High,15,Monday,0,0,12.2,18.6,0.78,0.121,143.2
10511,Mumbai,Industrial,3.3,15.8,452.0,34.0,1.27,Cloudy,0.06,29.4,30.8,2.5,Medium,2,Thursday,0,0,9.8,24.5,0.83,0.055,142.62
10512,Delhi,Airport,8.6,39.7,225.0,57.0,1.16,Clear,0.05,25.1,39.5,10.2,Medium,0,Monday,0,0,10.9,22.9,0.725,0.044,115.62
10513,Chennai,West,4.9,25.6,202.0,42.0,2.33,Heavy Rain,0.8,36.9,89.9,1.2,Low,19,Wednesday,0,1,9.9,21.3,0.916,0.16,142.3
10514,Mumbai,North,5.0,27.1,391.0,35.0,1.85,Fog,0.06,44.7,57.5,15.0,Very High,19,Monday,0,0,11.4,24.1,0.91,0.349,150.77
10515,Mumbai,Industrial,7.8,37.8,136.0,61.0,1.19,Clear,0.06,31.0,49.5,13.2,High,6,Monday,0,0,9.1,28.8,0.835,0.026,102.51
10516,Kolkata,East,4.0,16.7,234.0,41.0,1.11,Light Rain,0.26,33.5,40.3,3.1,Medium,23,Wednesday,0,0,20.6,26.5,0.861,0.108,96.99
10517,Pune,Suburban,3.4,17.4,366.0,34.0,1.92,Light Rain,0.29,31.3,82.7,2.8,High,19,Wednesday,0,0,16.3,20.2,0.833,0.185,145.8
10518,Kolkata,Central,2.4,12.3,257.0,31.0,1.03,Cloudy,0.0,13.0,70.6,7.0,High,17,Tuesday,0,0,10.6,26.7,0.757,0.197,88.47
10519,Hyderabad,Industrial,4.9,23.5,293.0,41.0,1.02,Cloudy,0.06,35.4,75.0,5.1,Medium,6,Friday,0,1,12.3,24.7,0.883,0.086,106.28
10520,Pune,Central,7.9,27.0,271.0,64.0,1.07,Light Rain,0.28,26.5,55.9,2.2,Low,15,Saturday,1,0,5.0,17.9,0.904,0.064,128.1
10521,Mumbai,Airport,4.9,18.9,111.0,48.0,1.21,Clear,0.13,35.0,65.8,9.9,Medium,1,Sunday,1,0,10.7,20.5,0.613,0.162,82.5
10522,Hyderabad,Suburban,4.1,13.8,100.0,39.0,1.8,Heavy Rain,0.75,40.2,88.0,7.2,Low,21,Sunday,1,0,22.5,23.7,0.699,0.043,92.2
10523,Mumbai,Suburban,13.0,44.9,125.0,91.0,1.41,Clear,0.11,28.6,68.3,12.0,Medium,19,Tuesday,0,0,6.2,20.9,0.845,0.082,155.81
10524,Hyderabad,Central,8.6,39.4,155.0,48.0,1.26,Clear,0.01,32.2,86.9,6.1,High,3,Friday,0,1,8.7,21.6,0.656,0.139,94.58
10525,Bangalore,Suburban,5.3,27.5,126.0,36.0,1.27,Cloudy,0.01,31.9,46.2,17.1,Medium,10,Wednesday,0,0,13.3,17.5,0.767,0.286,73.44
10526,Chennai,Central,2.2,12.2,920.0,30.0,1.02,Fog,0.08,30.1,70.6,4.9,High,1,Friday,0,0,8.5,18.6,0.793,0.277,233.0
10527,Kolkata,South,12.7,44.7,104.0,66.0,1.2,Clear,0.0,29.1,62.1,4.2,Medium,9,Tuesday,0,0,9.6,23.2,0.738,0.098,102.08
10528,Mumbai,Industrial,5.7,33.6,309.0,38.0,1.14,Clear,0.12,26.4,65.9,22.5,High,5,Tuesday,0,0,14.3,21.9,0.377,0.067,111.3
10529,Bangalore,East,4.4,17.0,340.0,44.0,1.14,Clear,0.01,26.3,40.9,4.7,High,3,Monday,0,0,16.7,21.4,0.503,0.079,124.96
10530,Delhi,Suburban,5.5,31.5,229.0,40.0,1.07,Cloudy,0.02,36.5,31.3,19.5,Medium,4,Sunday,1,0,13.3,11.4,0.94,0.2,93.18
10531,Mumbai,South,4.8,18.3,191.0,46.0,1.01,Clear,0.13,33.7,80.4,7.0,High,5,Sunday,1,0,14.6,28.9,0.476,0.108,88.48
10532,Mumbai,North,3.0,11.4,100.0,32.0,1.22,Clear,0.03,22.1,31.9,4.5,High,7,Friday,0,0,23.8,35.2,0.694,0.091,61.04
10533,Delhi,South,2.5,17.4,130.0,30.0,1.12,Cloudy,0.04,38.4,90.3,8.9,High,18,Thursday,0,0,16.7,22.4,0.92,0.114,62.2
10534,Kolkata,East,3.6,22.1,127.0,42.0,1.07,Clear,0.09,36.9,55.3,1.4,Low,18,Thursday,0,0,9.6,18.8,0.757,0.118,72.88
10535,Mumbai,Central,7.1,30.7,272.0,42.0,2.05,Clear,0.1,28.6,81.5,8.8,Medium,22,Saturday,1,0,21.0,19.8,0.949,0.317,145.94
10536,Bangalore,Airport,7.6,33.9,306.0,64.0,1.13,Clear,0.0,38.1,80.9,3.9,Low,6,Tuesday,0,0,11.5,20.5,0.952,0.049,139.64
10537,Delhi,West,7.8,44.0,126.0,53.0,1.21,Cloudy,0.14,31.3,84.2,9.9,Low,15,Friday,0,0,10.8,25.6,0.701,0.15,91.85
10538,Pune,Suburban,12.0,59.0,174.0,61.0,1.26,Light Rain,0.28,25.7,36.0,4.4,Low,9,Monday,0,0,9.0,20.8,0.693,0.364,115.14
10539,Delhi,Industrial,12.1,66.5,388.0,61.0,2.43,Clear,0.13,30.1,76.1,3.4,Medium,20,Saturday,1,0,25.3,18.2,0.794,0.083,233.59
10540,Delhi,West,3.3,16.5,124.0,39.0,1.24,Clear,0.13,32.2,60.3,23.9,Medium,4,Sunday,1,1,12.6,22.6,0.926,0.074,75.64
10541,Pune,West,4.5,20.8,170.0,43.0,1.79,Clear,0.0,46.4,45.3,7.1,Low,20,Tuesday,0,0,9.9,26.1,0.814,0.414,114.37
10542,Pune,Industrial,3.6,20.9,170.0,33.0,1.06,Storm,1.0,23.3,57.4,3.7,Low,0,Friday,0,0,10.7,19.8,0.914,0.028,72.38
10543,Delhi,East,4.7,27.4,172.0,43.0,2.04,Clear,0.0,30.1,43.5,13.2,Medium,19,Friday,0,0,7.7,28.0,0.791,0.002,125.56
10544,Delhi,East,13.3,63.0,207.0,75.0,2.23,Heavy Rain,0.83,21.1,76.9,17.0,Low,22,Thursday,0,1,19.3,27.1,0.79,0.008,212.79
10545,Pune,Airport,3.2,20.0,192.0,36.0,1.28,Heavy Rain,0.78,26.2,57.4,2.6,Low,4,Tuesday,0,0,17.3,19.8,0.671,0.005,88.32
10546,Pune,North,6.0,27.9,200.0,50.0,1.7,Light Rain,0.3,26.5,75.9,6.3,Very High,13,Friday,0,0,17.9,30.2,0.662,0.195,129.0
10547,Bangalore,Industrial,4.0,12.9,226.0,37.0,1.68,Light Rain,0.31,37.8,55.8,0.9,Very High,12,Thursday,0,0,14.5,25.9,0.688,0.058,111.88
10548,Chennai,East,15.4,66.8,285.0,97.0,1.31,Clear,0.0,30.6,31.0,7.6,Medium,11,Monday,0,1,20.6,21.0,0.953,0.068,189.77
10549,Mumbai,South,2.1,11.8,152.0,29.0,1.02,Clear,0.0,34.8,33.0,2.3,Medium,17,Wednesday,0,0,12.6,16.5,0.824,0.048,63.02
10550,Hyderabad,West,5.8,22.0,365.0,43.0,1.97,Fog,0.16,27.4,62.7,14.7,Medium,21,Sunday,1,0,9.9,25.4,0.919,0.137,165.01
10551,Mumbai,Central,17.1,49.8,345.0,120.0,1.0,Light Rain,0.33,24.7,86.0,6.0,Very High,17,Wednesday,0,0,17.4,29.0,0.986,0.144,195.9
10552,Mumbai,East,3.4,17.4,696.0,40.0,1.14,Cloudy,0.0,41.1,36.5,25.5,Low,2,Saturday,1,0,13.8,28.9,0.962,0.172,198.72
10553,Delhi,Suburban,2.4,15.2,173.0,33.0,1.13,Cloudy,0.06,34.7,48.8,3.3,Very High,23,Friday,0,0,19.5,21.7,0.747,0.124,75.35
10554,Pune,South,5.5,24.6,181.0,51.0,1.17,Clear,0.0,25.3,35.1,4.4,High,18,Monday,0,0,9.5,25.0,0.829,0.099,99.49
10555,Kolkata,Suburban,4.4,16.5,282.0,41.0,1.06,Clear,0.05,32.9,90.0,3.0,Medium,18,Saturday,1,0,11.6,25.2,0.757,0.237,105.5
10556,Delhi,South,2.0,14.4,282.0,27.0,2.2,Clear,0.15,20.9,59.7,4.3,Low,22,Saturday,1,0,13.3,21.7,0.658,0.1,121.44
10557,Delhi,South,4.5,29.4,240.0,41.0,1.08,Light Rain,0.26,18.3,64.5,16.3,High,16,Monday,0,0,12.5,24.7,0.929,0.188,97.08
10558,Delhi,Industrial,2.2,15.9,200.0,28.0,1.01,Cloudy,0.0,20.9,77.6,7.1,High,5,Monday,0,0,14.9,18.6,0.857,0.234,72.28
10559,Mumbai,Central,6.1,19.6,416.0,39.0,1.29,Clear,0.0,39.0,41.0,6.3,Low,9,Sunday,1,0,21.5,28.1,0.861,0.105,141.83
10560,Delhi,Suburban,2.4,12.8,337.0,31.0,1.07,Clear,0.07,30.2,50.9,8.0,Low,5,Saturday,1,0,7.4,12.7,0.77,0.087,107.31
10561,Mumbai,Central,7.9,30.1,389.0,52.0,1.71,Light Rain,0.36,26.6,55.7,35.8,High,20,Saturday,1,0,16.0,19.2,0.889,0.074,174.5
10562,Delhi,Industrial,3.3,16.7,169.0,39.0,1.29,Fog,0.07,14.0,72.1,13.8,Low,14,Tuesday,0,0,8.3,23.8,0.838,0.019,87.49
10563,Bangalore,Suburban,3.0,19.1,291.0,36.0,1.05,Heavy Rain,0.75,37.8,44.3,9.8,High,3,Saturday,1,0,11.4,19.9,0.769,0.069,101.82
10564,Bangalore,Central,1.6,7.4,325.0,27.0,1.2,Cloudy,0.1,33.6,49.0,2.9,Low,8,Friday,0,0,11.4,23.4,0.833,0.07,103.9
10565,Delhi,Suburban,2.9,18.6,728.0,32.0,1.12,Storm,1.0,25.3,38.9,5.0,Very High,16,Sunday,1,0,8.6,19.5,0.861,0.168,196.0
10566,Mumbai,South,8.1,42.1,324.0,59.0,1.21,Light Rain,0.39,22.9,79.1,6.1,High,1,Thursday,0,0,7.7,22.8,0.597,0.114,142.67
10567,Mumbai,Central,2.4,13.6,257.0,32.0,1.78,Clear,0.04,25.1,39.8,18.4,Medium,12,Wednesday,0,0,17.3,15.8,0.577,0.004,113.5
10568,Bangalore,Central,4.3,25.8,197.0,37.0,2.06,Storm,0.97,24.7,59.6,5.1,Very High,11,Friday,0,0,6.1,32.9,0.715,0.003,119.56
10569,Bangalore,Suburban,1.8,11.8,284.0,28.0,1.27,Storm,0.97,31.3,65.3,1.4,Medium,4,Thursday,0,0,9.5,27.1,0.586,0.059,98.04
10570,Bangalore,Airport,4.7,23.8,397.0,43.0,1.38,Clear,0.0,28.2,48.5,10.0,Low,11,Sunday,1,0,5.8,26.3,0.553,0.076,146.68
10571,Delhi,East,2.3,15.8,279.0,28.0,2.43,Light Rain,0.45,29.5,40.0,12.5,Medium,12,Friday,0,0,10.5,12.9,0.774,0.176,129.42
10572,Hyderabad,West,5.1,24.2,372.0,36.0,1.25,Fog,0.0,23.9,73.2,7.3,Medium,11,Tuesday,0,0,8.3,19.3,0.965,0.064,126.84
10573,Mumbai,West,4.6,25.2,176.0,36.0,1.11,Clear,0.12,18.7,42.7,1.9,Low,4,Wednesday,0,0,5.0,14.9,0.831,0.092,78.68
10574,Chennai,Central,3.1,14.9,258.0,37.0,1.02,Light Rain,0.25,18.3,86.4,2.6,Low,10,Saturday,1,0,7.2,13.7,0.775,0.012,94.5
10575,Kolkata,North,2.0,12.7,144.0,26.0,1.24,Clear,0.04,45.0,90.8,1.3,Medium,7,Saturday,1,0,15.8,21.6,0.907,0.183,63.92
10576,Hyderabad,East,3.2,13.7,317.0,37.0,1.12,Clear,0.0,14.0,72.2,9.2,Medium,6,Thursday,0,0,11.4,15.0,0.844,0.089,111.18
10577,Hyderabad,Suburban,7.5,32.6,325.0,54.0,2.2,Cloudy,0.09,31.0,82.0,5.6,Medium,22,Saturday,1,0,13.8,24.6,0.803,0.107,190.3
10578,Delhi,South,7.4,37.1,183.0,57.0,1.0,Light Rain,0.29,34.9,79.5,7.6,Very High,4,Tuesday,0,0,10.8,18.5,0.86,0.071,97.26
10579,Mumbai,Airport,4.0,25.6,148.0,36.0,1.0,Clear,0.0,24.7,85.9,4.8,Low,18,Saturday,1,0,22.4,20.1,0.875,0.197,68.56
10580,Delhi,Industrial,13.2,38.0,279.0,89.0,1.22,Fog,0.08,26.6,60.9,9.8,Medium,16,Thursday,0,0,20.0,15.5,0.812,0.095,169.96
10581,Chennai,North,7.7,40.5,246.0,54.0,1.02,Light Rain,0.44,30.3,66.9,7.2,Very High,8,Saturday,1,0,20.5,18.7,0.768,0.162,109.2
10582,Pune,North,4.0,24.2,206.0,40.0,1.12,Clear,0.14,25.6,62.8,5.3,High,17,Friday,0,0,25.3,25.5,0.406,0.387,90.12
10583,Jaipur,East,4.5,22.6,231.0,36.0,1.19,Heavy Rain,0.73,20.9,31.7,5.6,Low,10,Thursday,0,0,26.5,25.2,0.728,0.101,93.66
10584,Mumbai,South,3.3,14.1,238.0,38.0,1.3,Cloudy,0.01,33.0,81.7,7.3,High,10,Saturday,1,0,18.7,20.1,0.94,0.316,101.76
10585,Bangalore,Central,13.3,58.6,219.0,70.0,1.2,Light Rain,0.41,28.3,77.0,9.5,High,17,Wednesday,0,0,9.7,22.2,0.94,0.238,132.18
10586,Hyderabad,Airport,2.1,10.5,577.0,27.0,1.62,Cloudy,0.0,24.8,72.3,12.1,Medium,22,Tuesday,0,0,17.2,23.6,0.911,0.297,170.68
10587,Mumbai,Airport,4.2,20.4,208.0,43.0,1.28,Cloudy,0.0,16.3,38.9,3.0,High,1,Wednesday,0,0,11.4,16.3,0.667,0.153,100.8
10588,Kolkata,Industrial,5.8,36.0,126.0,54.0,1.16,Storm,0.95,27.2,82.9,8.2,Very High,23,Tuesday,0,0,19.4,21.5,0.769,0.051,90.36
10589,Jaipur,North,4.0,17.3,144.0,35.0,1.48,Storm,0.98,39.9,64.4,7.6,High,11,Thursday,0,1,7.5,24.8,0.758,0.105,83.48
10590,Bangalore,South,10.4,38.9,149.0,82.0,2.38,Light Rain,0.42,24.8,63.5,4.9,Low,22,Wednesday,0,0,11.3,22.9,0.835,0.1,227.94
10591,Bangalore,Airport,3.5,15.1,470.0,40.0,1.09,Heavy Rain,0.77,38.5,78.9,21.0,High,18,Saturday,1,0,15.5,19.7,0.699,0.084,147.0
10592,Jaipur,Central,6.6,39.3,460.0,57.0,1.07,Cloudy,0.05,34.5,58.0,5.4,Medium,18,Saturday,1,0,11.3,18.7,0.762,0.275,162.19
10593,Mumbai,South,2.5,12.0,557.0,30.0,1.16,Cloudy,0.13,33.5,90.5,9.9,Very High,7,Thursday,0,0,10.4,24.4,0.934,0.055,157.34
10594,Kolkata,Suburban,8.2,25.0,520.0,59.0,1.09,Heavy Rain,0.84,30.1,69.1,5.7,Low,3,Friday,0,0,16.7,22.8,0.776,0.434,178.71
10595,Delhi,Central,5.0,26.5,201.0,35.0,1.18,Light Rain,0.34,17.6,85.8,5.4,Medium,2,Monday,0,0,7.6,15.4,0.511,0.166,85.52
10596,Chennai,Airport,2.1,13.5,477.0,28.0,1.22,Clear,0.0,41.0,80.8,2.0,Low,9,Wednesday,0,0,16.3,18.4,0.728,0.369,139.1
10597,Hyderabad,Suburban,3.1,11.3,352.0,36.0,2.28,Cloudy,0.0,21.7,59.9,10.0,High,11,Sunday,1,0,17.3,22.2,0.885,0.06,159.52
10598,Bangalore,East,4.8,16.0,367.0,39.0,1.26,Cloudy,0.03,26.6,70.1,6.0,Medium,2,Sunday,1,0,7.7,22.3,0.768,0.115,129.88
10599,Mumbai,Industrial,8.6,40.5,134.0,53.0,1.25,Clear,0.1,23.8,35.3,16.8,Very High,2,Wednesday,0,0,8.7,19.0,0.839,0.238,95.73
10600,Mumbai,South,5.1,24.6,385.0,44.0,1.25,Cloudy,0.0,23.7,91.1,10.6,Very High,4,Monday,0,0,6.6,28.2,0.789,0.058,139.7
10601,Hyderabad,West,4.0,20.9,237.0,34.0,1.03,Cloudy,0.13,31.3,84.0,22.6,High,3,Saturday,1,0,11.8,24.5,0.828,0.086,87.16
10602,Mumbai,North,7.9,46.2,266.0,49.0,1.09,Clear,0.14,33.7,57.9,8.2,High,7,Monday,0,0,9.9,16.9,0.786,0.04,111.93
10603,Hyderabad,North,1.9,15.7,487.0,27.0,1.15,Cloudy,0.05,27.0,42.5,1.4,High,18,Sunday,1,0,13.8,23.9,0.361,0.044,138.19
10604,Delhi,Airport,8.4,44.3,428.0,51.0,1.12,Clear,0.06,28.3,72.0,8.5,Medium,6,Monday,0,0,10.9,11.1,0.929,0.143,151.28
10605,Hyderabad,Industrial,2.2,14.6,228.0,33.0,1.1,Cloudy,0.14,16.8,92.7,28.0,Medium,16,Saturday,1,1,18.4,21.3,0.878,0.008,86.46
10606,Kolkata,East,5.8,24.3,433.0,49.0,1.14,Light Rain,0.45,39.3,39.8,60.0,Very High,9,Friday,0,0,14.3,25.8,0.747,0.164,151.12
10607,Mumbai,Central,2.9,11.2,233.0,32.0,1.04,Cloudy,0.11,34.6,60.2,6.7,Medium,0,Tuesday,0,0,15.2,21.4,0.877,0.086,84.54
10608,Bangalore,Central,9.9,37.2,240.0,79.0,1.01,Clear,0.03,27.3,37.0,7.1,Very High,23,Thursday,0,0,20.6,19.3,0.854,0.026,132.59
10609,Chennai,East,3.4,16.1,272.0,32.0,1.28,Clear,0.0,21.8,46.8,5.1,High,3,Tuesday,0,0,13.9,19.8,0.889,0.107,100.8
10610,Pune,North,5.0,22.5,268.0,41.0,1.2,Clear,0.08,29.6,33.9,13.2,Medium,8,Tuesday,0,0,7.0,27.8,0.812,0.149,108.16
10611,Kolkata,North,1.8,11.0,252.0,30.0,1.09,Cloudy,0.0,31.1,94.3,13.9,Very High,4,Thursday,0,0,18.9,29.2,0.712,0.15,88.14
10612,Bangalore,North,20.5,84.8,273.0,95.0,1.77,Heavy Rain,0.78,30.7,67.5,4.8,High,13,Thursday,0,0,14.8,22.8,0.785,0.035,228.21
10613,Bangalore,Suburban,6.3,25.3,395.0,42.0,2.35,Clear,0.06,45.0,56.6,6.2,High,21,Saturday,1,0,7.3,13.5,0.781,0.11,185.6
10614,Pune,West,7.2,29.7,328.0,58.0,1.18,Clear,0.04,25.6,35.4,6.9,Medium,16,Saturday,1,0,15.2,34.6,0.871,0.161,140.6
10615,Delhi,Industrial,2.0,18.9,147.0,31.0,1.02,Light Rain,0.32,31.7,86.1,9.1,Medium,18,Monday,0,0,16.7,18.8,0.89,0.065,63.96
10616,Bangalore,Industrial,4.1,20.1,150.0,39.0,1.04,Clear,0.08,32.2,82.1,7.5,High,5,Wednesday,0,0,13.7,25.3,0.944,0.022,73.56
10617,Mumbai,Central,3.9,24.6,508.0,36.0,1.8,Cloudy,0.01,25.1,32.7,27.1,Medium,12,Saturday,1,0,10.8,19.0,0.885,0.064,176.56
10618,Bangalore,Suburban,11.5,56.9,284.0,83.0,1.04,Fog,0.17,23.4,48.1,5.5,High,3,Friday,0,0,8.1,27.3,0.926,0.081,148.8
10619,Chennai,Central,2.6,18.5,100.0,35.0,1.09,Heavy Rain,0.82,32.5,49.6,30.8,High,16,Sunday,1,0,14.0,25.3,0.817,0.053,60.15
10620,Pune,Suburban,2.5,17.0,109.0,28.0,1.22,Cloudy,0.0,23.2,32.3,11.2,Very High,1,Wednesday,0,0,9.8,21.5,0.641,0.119,58.14
10621,Mumbai,Airport,2.6,11.7,176.0,29.0,1.13,Cloudy,0.0,28.0,56.5,4.3,Medium,6,Monday,0,0,7.5,8.0,0.811,0.175,71.49
10622,Bangalore,West,6.8,36.4,213.0,56.0,1.23,Fog,0.12,40.0,56.7,16.5,Low,3,Tuesday,0,0,19.0,22.9,0.967,0.081,115.74
10623,Delhi,Industrial,1.9,11.7,438.0,27.0,1.07,Cloudy,0.0,31.2,74.0,43.2,Very High,6,Friday,0,0,6.8,17.2,0.845,0.294,125.25
10624,Bangalore,North,2.5,12.0,785.0,35.0,1.61,Light Rain,0.38,27.8,39.4,3.8,High,22,Thursday,0,0,13.2,15.0,0.874,0.052,229.05
10625,Bangalore,Central,8.6,38.2,161.0,53.0,1.17,Clear,0.07,25.2,60.8,3.7,Medium,23,Wednesday,0,0,13.2,25.0,0.989,0.113,97.43
10626,Mumbai,Central,2.1,15.7,362.0,27.0,1.0,Cloudy,0.04,23.3,51.6,6.7,Medium,10,Saturday,1,0,19.2,25.4,0.766,0.065,106.64
10627,Delhi,Central,2.8,13.0,397.0,30.0,1.13,Clear,0.09,15.9,59.2,8.5,Medium,16,Friday,0,0,10.6,32.7,0.855,0.065,121.24
10628,Chennai,North,3.2,12.2,315.0,30.0,1.08,Clear,0.0,21.7,58.9,5.6,Low,18,Wednesday,0,0,9.7,30.2,0.653,0.324,101.7
10629,Bangalore,Suburban,9.6,48.3,909.0,62.0,1.14,Light Rain,0.27,31.8,93.2,10.0,High,6,Tuesday,0,0,15.9,27.1,0.917,0.138,270.66
10630,Delhi,South,2.1,9.3,574.0,28.0,1.05,Clear,0.0,27.6,42.6,5.3,High,10,Wednesday,0,0,20.6,25.0,0.752,0.053,155.68
10631,Chennai,South,10.8,49.1,256.0,62.0,1.14,Clear,0.0,34.8,84.2,29.9,High,16,Monday,0,0,29.9,26.3,0.798,0.063,127.0
10632,Bangalore,Airport,3.6,20.4,166.0,33.0,1.15,Cloudy,0.06,28.3,50.3,8.2,Medium,7,Tuesday,0,0,13.4,25.6,0.832,0.051,74.47
10633,Mumbai,South,3.1,20.6,312.0,32.0,2.13,Cloudy,0.14,36.9,90.0,30.7,Very High,12,Sunday,1,0,8.3,21.0,0.701,0.117,136.8
10634,Delhi,West,1.7,13.5,171.0,29.0,1.14,Cloudy,0.0,41.7,76.5,9.4,High,4,Wednesday,0,0,11.7,19.7,0.86,0.054,70.68
10635,Bangalore,West,6.7,32.1,210.0,48.0,2.47,Clear,0.15,33.2,85.8,6.1,Medium,22,Tuesday,0,0,9.8,23.8,0.922,0.077,164.76
10636,Kolkata,South,9.0,43.3,173.0,49.0,1.18,Cloudy,0.0,26.1,46.8,4.7,Medium,16,Saturday,1,0,14.0,15.0,0.709,0.097,95.88
10637,Kolkata,Industrial,9.1,46.4,158.0,54.0,1.02,Clear,0.11,32.4,36.7,19.0,Low,15,Wednesday,0,1,12.8,25.5,0.787,0.049,89.84
10638,Bangalore,North,2.7,15.9,337.0,31.0,1.65,Fog,0.06,26.1,94.8,9.7,Low,21,Monday,0,0,18.0,26.1,0.867,0.113,125.29
10639,Hyderabad,North,10.6,45.6,330.0,62.0,1.1,Light Rain,0.37,39.1,52.0,10.4,Very High,23,Sunday,1,0,16.7,26.1,0.911,0.259,140.8
10640,Hyderabad,Central,1.4,8.5,319.0,28.0,1.21,Clear,0.0,37.4,53.5,25.1,Low,5,Friday,0,0,11.5,18.0,0.641,0.027,104.06
